股票,名稱,市場,族群,日期,收盤價,漲幅%,MA5,EMA20,KD-K,KD-D,MACD,SIGNAL,成交量,量比,成交值(億),60日高點,20日支撐,距離前高%,RR,AI分數,交易品質,熱門排行
2399,映泰股份有限公司,上市,電腦及週邊,2026-05-14,47.2,-1.97,45.78,42.35,75.5,71.9,3.34,3.2,26971666,1.03,12.73,48.15,35.0,1.97,0.08,10,普通,138
4960,誠美材料科技股份有限公司,上市,光電,2026-05-14,33.65,-2.04,37.04,36.46,23.25,35.82,2.46,3.73,23881867,1.53,8.04,44.95,30.85,25.14,4.04,10,普通,139
8114,振樺電子股份有限公司,上市,電腦及週邊,2026-05-14,240.0,-2.83,228.6,199.89,78.87,69.75,14.45,7.62,3271943,1.99,7.85,247.0,171.0,2.83,0.1,10,普通,140
6176,瑞儀光電股份有限公司,上市,光電,2026-05-14,100.5,-1.47,103.0,100.3,43.93,54.14,1.6,1.36,5836492,0.51,5.87,135.5,90.6,25.83,3.54,10,普通,141
6206,飛捷科技股份有限公司,上市,電腦及週邊,2026-05-14,136.5,-1.44,132.9,117.81,86.09,82.02,8.38,5.32,4280563,1.81,5.84,140.0,105.0,2.5,0.11,10,普通,142
8131,福懋科技股份有限公司,上市,半導體,2026-05-14,67.0,2.92,66.5,65.19,45.88,55.0,1.29,1.01,6582265,0.81,4.41,72.8,57.9,7.97,0.64,10,普通,143
6715,嘉基科技股份有限公司,上市,電子零組件,2026-05-14,487.0,4.06,473.9,432.6,73.03,69.96,33.31,31.15,853276,0.51,4.16,489.5,371.0,0.51,0.02,10,普通,144
8163,達方電子股份有限公司,上市,電腦及週邊,2026-05-14,32.3,9.86,30.25,28.72,74.89,62.94,0.62,0.15,6391714,4.06,2.06,32.3,26.65,-0.0,0.0,10,普通,145
7823,奧義賽博科技股份有限公司,上市,數位雲端,2026-05-14,98.5,9.2,91.52,87.04,81.64,78.88,2.38,0.68,218106,4.53,0.21,148.0,76.8,33.45,2.28,10,普通,146
2360,致茂電子股份有限公司,上市,其他電子,2026-05-14,2260.0,-6.03,2339.0,2159.72,58.6,67.19,165.5,166.6,4549275,0.99,102.81,2440.0,1920.0,7.38,0.53,9,普通,147
6805,富世達股份有限公司,上市,電子零組件,2026-05-14,1780.0,-2.73,1887.0,1922.96,14.17,27.18,2.87,34.93,2186961,0.85,38.93,2215.0,1780.0,19.64,0.0,9,普通,148
3653,健策精密工業股份有限公司,上市,電子零組件,2026-05-14,3365.0,-4.67,3696.0,4272.21,10.34,17.8,-148.22,75.85,915632,0.65,30.81,5445.0,3365.0,38.2,0.0,9,普通,149
6196,帆宣系統科技股份有限公司,上市,其他電子,2026-05-14,435.5,3.81,421.9,387.74,71.82,67.54,26.46,24.43,5469805,1.62,23.82,435.5,340.0,0.0,0.0,9,普通,150
6781,"AES Holding Co., Ltd.",上市,電子零組件,2026-05-14,1185.0,-4.44,1252.0,1158.41,55.43,59.99,49.28,39.99,1679979,0.74,19.91,1320.0,1010.0,10.23,0.77,9,普通,151
6257,矽格股份有限公司,上市,半導體,2026-05-14,210.5,-0.71,211.2,193.83,80.98,79.88,13.69,12.86,9421811,0.6,19.83,213.0,177.5,1.17,0.08,9,普通,152
7750,新代科技股份有限公司,上市,電機機械,2026-05-14,2745.0,-0.72,2784.0,2412.14,68.95,78.01,324.06,311.37,685067,0.97,18.81,3070.0,1670.0,10.59,0.3,9,普通,153
2351,順德工業股份有限公司,上市,半導體,2026-05-14,182.0,0.0,183.9,159.03,74.35,75.86,17.57,16.22,10129090,0.9,18.43,190.5,122.0,4.46,0.14,9,普通,154
8271,宇瞻科技股份有限公司,上市,半導體,2026-05-14,252.0,1.61,253.1,225.2,66.06,70.78,22.4,21.6,6896828,1.29,17.38,260.5,163.5,3.26,0.1,9,普通,155
8926,台灣汽電共生股份有限公司,上市,油電燃氣,2026-05-14,57.6,1.59,53.3,48.79,86.3,82.06,2.47,1.25,22148482,4.87,12.76,57.6,44.4,-0.0,0.0,9,普通,156
1795,美時化學製藥股份有限公司,上市,生技醫療,2026-05-14,198.5,-3.41,216.7,221.77,22.0,36.93,-5.28,-3.51,5915067,1.77,11.74,350.0,198.5,43.29,0.0,9,普通,157
4576,大銀微系統股份有限公司,上市,電機機械,2026-05-14,241.5,-2.82,245.3,217.68,75.78,81.74,23.82,22.75,4554271,0.9,11.0,258.0,179.0,6.4,0.26,9,普通,158
6526,達發科技股份有限公司,上市,半導體,2026-05-14,706.0,0.43,729.2,632.26,71.57,76.39,57.32,46.18,1420928,0.52,10.03,753.0,503.0,6.24,0.23,9,普通,159
1513,中興電工機械股份有限公司,上市,電機機械,2026-05-14,153.0,-1.61,156.4,154.04,46.2,55.63,0.69,0.26,4657895,0.72,7.13,175.5,148.5,12.82,5.0,9,普通,160
6414,樺漢科技股份有限公司,上市,電腦及週邊,2026-05-14,355.0,2.16,354.0,331.72,83.57,86.17,17.66,16.12,1418429,0.78,5.04,362.0,300.0,1.93,0.13,9,普通,161
1503,士林電機廠股份有限公司,上市,重電,2026-05-14,197.0,-2.23,202.4,197.41,51.51,57.82,1.88,1.02,2455155,1.0,4.84,236.0,188.5,16.53,4.59,9,普通,162
6456,GIS Holding Limited,上市,光電,2026-05-14,68.5,-1.58,67.6,70.63,26.15,29.18,1.15,2.83,6348640,0.48,4.35,83.8,65.5,18.26,5.1,9,普通,163
6155,鈞寶電子工業股份有限公司,上市,電子零組件,2026-05-14,51.2,-1.54,51.88,49.18,59.18,61.07,1.24,0.82,7628686,1.89,3.91,53.3,43.0,3.94,0.26,9,普通,164
2342,台灣茂矽電子股份有限公司,上市,半導體,2026-05-14,42.15,2.8,42.82,37.8,72.04,77.68,3.3,2.62,9188330,0.99,3.87,45.95,30.05,8.27,0.31,9,普通,165
6919,康霈生技股份有限公司,上市,生技醫療,2026-05-14,97.4,-1.91,100.16,102.67,21.78,28.55,-2.97,-2.98,3833197,0.55,3.73,171.0,92.2,43.04,14.15,9,普通,166
7749,意騰科技股份有限公司,上市,半導體,2026-05-14,500.0,2.46,509.0,466.86,54.61,64.04,28.94,24.97,665083,0.79,3.33,535.0,411.5,6.54,0.4,9,普通,167
7795,長廣精機股份有限公司,上市,電子零組件,2026-05-14,365.0,-8.29,378.0,385.09,30.52,29.02,-1.63,0.63,853405,1.16,3.11,438.0,363.0,16.67,36.5,9,普通,168
3596,智易科技股份有限公司,上市,通信網路,2026-05-14,179.0,-2.19,181.0,173.53,78.84,72.15,1.09,-1.33,1691466,1.07,3.03,210.0,159.0,14.76,1.55,9,普通,169
8101,華冠通訊股份有限公司,上市,通信網路,2026-05-14,13.6,4.62,12.87,13.08,55.27,42.2,-0.29,-0.4,25860,2.4,0.0,16.25,12.35,16.31,2.12,9,普通,170
3036,文曄科技股份有限公司,上市,電子通路,2026-05-14,271.5,-4.4,267.2,235.76,83.82,78.92,12.9,4.96,16375486,1.31,44.46,284.0,199.0,4.4,0.17,8,普通,171
1590,亞德客國際集團,上市,電機機械,2026-05-14,1465.0,-1.01,1507.0,1400.32,49.47,60.28,94.86,99.06,885113,0.54,12.97,1550.0,1225.0,5.48,0.35,8,普通,172
2329,華泰電子股份有限公司,上市,半導體,2026-05-14,58.2,1.75,58.82,58.59,39.29,48.14,0.81,1.1,18873700,0.88,10.98,62.4,54.9,6.73,1.27,8,普通,173
3376,新日興股份有限公司,上市,電子零組件,2026-05-14,196.5,-1.75,201.9,205.07,17.57,24.68,-1.17,-0.06,4829985,0.8,9.49,230.5,195.0,14.75,22.67,8,普通,174
6944,兆聯實業股份有限公司,上市,綠能環保,2026-05-14,913.0,-0.33,925.2,919.4,22.04,31.88,18.37,27.24,985618,0.89,9.0,986.0,902.0,7.4,6.64,8,普通,175
2606,裕民航運股份有限公司,上市,航運業,2026-05-14,64.6,0.47,64.62,63.04,67.03,65.91,0.92,0.7,13842947,2.65,8.94,69.5,60.4,7.05,1.17,8,普通,176
7711,永擎電子股份有限公司,上市,電腦及週邊,2026-05-14,400.0,-5.1,424.8,392.57,37.59,55.36,34.92,39.58,2170055,1.69,8.68,471.0,301.0,15.07,0.72,8,普通,177
2478,大毅科技股份有限公司,上市,電子零組件,2026-05-14,82.1,1.48,79.8,74.48,73.16,72.32,3.68,2.75,9373312,1.73,7.7,82.1,65.7,-0.0,0.0,8,普通,178
3028,增你強股份有限公司,上市,電子通路,2026-05-14,78.8,7.5,76.44,70.1,59.27,62.09,5.13,4.82,7825496,1.13,6.17,79.8,61.1,1.25,0.06,8,普通,179
4927,泰鼎國際股份有限公司,上市,電子零組件,2026-05-14,50.4,-0.79,52.66,52.74,20.8,34.6,1.6,2.59,12055741,0.48,6.08,59.1,47.6,14.72,3.11,8,普通,180
2353,宏碁股份有限公司,上市,電腦及週邊,2026-05-14,28.0,-1.06,28.24,27.93,49.29,54.07,0.2,0.18,21496619,0.81,6.02,28.9,27.2,3.11,1.12,8,普通,181
1514,亞力電機股份有限公司,上市,電機機械,2026-05-14,116.5,-3.32,122.1,116.78,48.59,58.61,2.74,2.21,4637840,0.9,5.4,130.5,110.0,10.73,2.15,8,普通,182
2476,鉅祥企業股份有限公司,上市,電子零組件,2026-05-14,119.0,0.42,117.5,113.79,64.1,53.69,5.03,5.96,3648125,0.51,4.34,123.5,107.5,3.64,0.39,8,普通,183
2406,國碩科技工業股份有限公司,上市,光電,2026-05-14,31.8,-3.78,33.56,32.7,50.72,62.89,0.21,0.03,9902604,0.9,3.15,38.25,28.7,16.86,2.08,8,普通,184
2484,希華晶體科技股份有限公司,上市,電子零組件,2026-05-14,38.3,1.06,39.3,39.43,19.91,30.84,1.32,2.22,7858308,0.61,3.01,49.25,37.2,22.23,9.95,8,普通,185
5243,乙盛精密工業股份有限公司,上市,光電,2026-05-14,101.0,-1.94,104.3,106.0,23.64,32.63,0.85,2.96,2969232,0.57,3.0,127.0,99.8,20.47,21.67,8,普通,186
6834,天二科技股份有限公司,上市,電子零組件,2026-05-14,48.25,9.91,46.3,40.79,74.72,74.67,3.28,2.59,5415085,2.81,2.61,48.25,34.35,0.0,0.0,8,普通,187
3094,聯傑國際股份有限公司,上市,半導體,2026-05-14,32.8,7.19,31.32,28.6,70.7,69.81,2.01,1.6,6789185,2.14,2.23,33.35,24.8,1.65,0.07,8,普通,188
6416,瑞祺電通股份有限公司,上市,通信網路,2026-05-14,89.5,7.57,84.98,83.37,60.62,58.02,1.36,0.91,1641050,4.38,1.47,89.5,79.6,0.0,0.0,8,普通,189
6225,天瀚科技股份有限公司,上市,光電,2026-05-14,31.9,10.0,27.32,23.25,92.41,84.38,2.36,1.17,79852,2.35,0.03,31.9,17.3,-0.0,0.0,8,普通,190
1303,南亞塑膠工業股份有限公司,上市,塑膠工業,2026-05-14,85.3,-1.39,88.2,88.05,16.57,31.25,1.25,2.02,51082706,0.65,43.57,94.9,85.2,10.12,96.0,7,普通,191
2887,台新新光金融控股股份有限公司,上市,金融保險,2026-05-14,23.1,-0.22,23.3,23.73,17.89,20.35,-0.25,-0.15,117935110,1.42,27.24,25.6,23.0,9.77,25.0,7,普通,192
6830,汎銓科技股份有限公司,上市,其他電子,2026-05-14,727.0,-2.55,758.8,772.4,23.11,38.91,41.6,69.08,2832715,1.47,20.59,975.0,651.0,25.44,3.26,7,普通,193
4766,南寶樹脂化學工廠股份有限公司,上市,化學工業,2026-05-14,390.0,1.04,384.1,364.87,73.25,66.73,12.94,10.8,3136631,2.2,12.23,392.0,342.0,0.51,0.04,7,普通,194
4722,國精化學股份有限公司,上市,化學工業,2026-05-14,258.0,4.03,247.2,211.19,84.04,78.33,18.66,11.38,4557494,1.03,11.76,258.5,177.0,0.19,0.01,7,普通,195
6197,佳必琪國際股份有限公司,上市,電子零組件,2026-05-14,226.5,-2.79,228.2,211.86,50.51,63.05,14.91,13.59,4372906,0.72,9.9,243.5,174.5,6.98,0.33,7,普通,196
2059,川湖科技股份有限公司,上市,電子零組件,2026-05-14,5010.0,-4.57,5309.0,4464.41,80.05,85.9,463.46,356.22,197401,0.22,9.89,5520.0,3445.0,9.24,0.33,7,普通,197
6271,同欣電子工業股份有限公司,上市,半導體,2026-05-14,183.5,0.82,183.1,178.07,71.09,67.2,4.47,4.8,4846620,0.66,8.89,189.0,173.0,2.91,0.52,7,普通,198
2388,威盛電子股份有限公司,上市,半導體,2026-05-14,75.8,1.34,74.72,72.59,34.69,41.31,4.37,5.31,11070703,0.53,8.39,83.1,61.4,8.78,0.51,7,普通,199
6706,惠特科技股份有限公司,上市,光電,2026-05-14,164.0,0.0,167.5,155.74,44.62,60.73,9.99,9.53,4687411,0.51,7.69,183.0,122.0,10.38,0.45,7,普通,200
6472,保瑞藥業股份有限公司,上市,生技醫療,2026-05-14,363.0,-9.93,399.5,409.83,23.72,33.07,-12.6,-11.66,2035365,1.94,7.39,573.0,363.0,36.65,0.0,7,普通,201
2421,建準電機工業股份有限公司,上市,電子零組件,2026-05-14,145.5,-0.68,148.2,145.88,33.08,46.19,2.01,2.2,4956111,0.87,7.21,155.5,141.5,6.43,2.5,7,普通,202
1402,遠東新世紀股份有限公司,上市,紡織纖維,2026-05-14,26.75,0.0,26.52,26.3,84.42,73.94,-0.03,-0.17,26584907,1.96,7.11,29.25,25.45,8.55,1.92,7,普通,203
2385,群光電子股份有限公司,上市,電子零組件,2026-05-14,126.5,-1.94,131.9,127.91,54.22,67.22,2.02,1.84,4087172,0.9,5.17,135.0,122.0,6.3,1.89,7,普通,204
3167,大量科技股份有限公司,上市,電機機械,2026-05-14,765.0,1.59,738.0,711.97,50.52,51.42,62.56,76.78,645878,0.38,4.94,861.0,626.0,11.15,0.69,7,普通,205
3312,弘憶國際股份有限公司,上市,電子通路,2026-05-14,48.7,3.29,45.54,42.87,80.32,63.88,2.0,1.52,8887229,2.23,4.33,48.7,40.8,0.0,0.0,7,普通,206
2328,廣宇科技股份有限公司,上市,電子零組件,2026-05-14,51.8,0.58,52.76,50.26,56.77,68.62,1.94,1.67,7126142,0.57,3.69,55.1,44.35,5.99,0.44,7,普通,207
7768,頌勝科技材料股份有限公司,上市,半導體,2026-05-14,374.5,9.66,351.2,398.72,20.51,18.85,-15.7,-4.29,631855,1.25,2.37,488.5,336.0,23.34,2.96,7,普通,208
1447,力鵬企業股份有限公司,上市,紡織纖維,2026-05-14,5.22,6.53,4.99,5.06,26.67,15.26,-0.06,-0.07,6327835,4.91,0.33,5.7,4.9,8.42,1.5,7,普通,209
1776,展宇科技材料股份有限公司,上市,化學工業,2026-05-14,18.7,10.0,17.28,16.84,69.36,60.99,0.41,0.3,796010,5.12,0.15,18.7,16.05,0.0,0.0,7,普通,210
5538,開曼東明控股股份有限公司,上市,鋼鐵工業,2026-05-14,33.9,9.89,31.55,31.51,54.28,43.86,0.22,0.15,300029,5.73,0.1,33.9,30.85,0.0,0.0,7,普通,211
3021,鴻名企業股份有限公司,上市,電子零組件,2026-05-14,17.0,4.94,16.41,16.44,28.46,22.22,0.01,-0.01,378081,2.09,0.06,17.8,16.15,4.49,0.94,7,普通,212
1802,台灣玻璃工業股份有限公司,上市,玻璃陶瓷,2026-05-14,66.9,-1.62,68.96,67.66,33.56,45.64,2.02,2.63,64921963,0.43,43.43,74.2,64.2,9.84,2.7,6,普通,213
1717,長興材料工業股份有限公司,上市,化學工業,2026-05-14,79.6,-1.0,80.28,78.21,55.04,53.39,2.61,3.09,32004938,0.52,25.48,82.7,75.3,3.75,0.72,6,普通,214
2891,中國信託金融控股股份有限公司,上市,金融保險,2026-05-14,54.8,-0.18,54.98,54.07,53.45,56.14,0.52,0.42,39054749,0.76,21.4,56.5,52.3,3.01,0.68,6,普通,215
2882,國泰金融控股股份有限公司,上市,金融保險,2026-05-14,76.7,-0.78,77.76,76.46,36.61,52.38,1.09,1.16,26704483,0.82,20.48,80.0,74.2,4.12,1.32,6,普通,216
2464,盟立自動化股份有限公司,上市,其他電子,2026-05-14,115.0,2.22,117.5,104.53,64.21,73.88,10.6,10.44,12835859,0.52,14.76,122.0,73.4,5.74,0.17,6,普通,217
2618,長榮航空股份有限公司,上市,航運業,2026-05-14,35.0,1.6,35.21,34.7,60.58,61.92,0.03,-0.11,36950858,1.31,12.93,39.0,33.35,10.26,2.42,6,普通,218
2489,瑞軒科技股份有限公司,上市,光電,2026-05-14,40.55,-1.82,41.65,41.61,28.59,44.17,0.81,1.23,24522262,0.68,9.94,47.7,35.25,14.99,1.35,6,普通,219
2455,全新光電科技股份有限公司,上市,通信網路,2026-05-14,358.5,-4.14,360.9,339.18,61.32,61.53,22.96,23.99,2741793,0.31,9.83,386.5,290.0,7.24,0.41,6,普通,220
2374,佳能企業股份有限公司,上市,光電,2026-05-14,80.3,0.5,80.32,77.26,63.58,68.94,2.33,1.91,11665059,1.06,9.37,82.4,70.9,2.55,0.22,6,普通,221
6426,統新光訊股份有限公司,上市,通信網路,2026-05-14,275.0,-0.36,267.7,237.01,76.68,71.31,22.19,19.61,3265907,0.8,8.98,276.0,205.0,0.36,0.01,6,普通,222
7610,聯友金屬科技股份有限公司,上市,綠能環保,2026-05-14,870.0,1.4,829.0,699.74,85.34,84.52,96.94,85.74,923023,1.22,8.03,870.0,575.0,0.0,0.0,6,普通,223
8103,瀚荃股份有限公司,上市,電子零組件,2026-05-14,107.0,-9.32,114.9,111.19,20.9,36.0,6.01,7.43,5896181,1.34,6.31,128.0,92.2,16.41,1.42,6,普通,224
4904,遠傳電信股份有限公司,上市,通信網路,2026-05-14,98.1,1.24,96.52,95.69,73.85,61.23,0.68,0.57,6104790,1.0,5.99,98.2,94.3,0.1,0.03,6,普通,225
1477,聚陽實業股份有限公司,上市,紡織纖維,2026-05-14,223.0,-2.62,224.0,222.47,74.95,67.58,-4.78,-8.41,2679563,1.15,5.98,322.0,211.0,30.75,8.25,6,普通,226
3055,蔚華科技股份有限公司,上市,電子通路,2026-05-14,106.0,-6.61,104.14,86.7,79.96,77.54,10.43,7.42,4896895,1.56,5.19,113.5,62.0,6.61,0.17,6,普通,227
2486,一詮精密工業股份有限公司,上市,光電,2026-05-14,259.0,1.57,269.5,247.37,35.41,55.11,25.61,28.77,1842238,0.24,4.77,307.0,185.0,15.64,0.65,6,普通,228
3023,信邦電子股份有限公司,上市,電子零組件,2026-05-14,293.0,-2.17,299.7,289.12,51.93,63.25,9.69,10.13,1546188,0.63,4.53,310.0,275.0,5.48,0.94,6,普通,229
3605,宏致電子股份有限公司,上市,電子零組件,2026-05-14,80.2,-0.12,81.58,78.95,34.74,50.9,4.47,5.31,4779581,0.43,3.83,91.2,64.03,12.06,0.68,6,普通,230
2105,正新橡膠工業股份有限公司,上市,橡膠工業,2026-05-14,31.9,2.24,31.82,31.68,62.21,55.63,0.08,0.14,9601353,0.89,3.06,33.5,30.85,4.78,1.52,6,普通,231
6525,捷敏股份有限公司,上市,半導體,2026-05-14,116.5,9.91,109.2,99.85,82.74,77.05,6.68,5.2,2047644,1.74,2.39,116.5,88.3,0.0,0.0,6,普通,232
3024,憶聲電子股份有限公司,上市,光電,2026-05-14,16.55,7.47,15.12,13.7,82.95,75.82,1.15,0.95,10869139,2.0,1.8,16.55,10.4,-0.0,0.0,6,普通,233
5215,科嘉(開曼)股份有限公司,上市,電腦及週邊,2026-05-14,45.0,-2.81,42.01,39.66,69.38,61.94,1.37,0.54,3474177,10.42,1.56,46.3,37.4,2.81,0.17,6,普通,234
1762,中化合成生技股份有限公司,上市,生技醫療,2026-05-14,37.0,-2.5,37.15,32.42,76.49,75.75,2.26,1.39,2935100,5.81,1.09,38.75,27.55,4.52,0.19,6,普通,235
2397,友通資訊股份有限公司,上市,電腦及週邊,2026-05-14,61.0,3.74,59.6,58.61,78.39,71.45,0.63,0.41,901150,3.14,0.55,61.8,56.0,1.29,0.16,6,普通,236
2429,銘旺科技股份有限公司,上市,光電,2026-05-14,54.0,9.98,52.0,50.68,50.11,42.06,1.5,1.53,624026,0.78,0.34,61.1,39.85,11.62,0.5,6,普通,237
4989,李長榮科技股份有限公司,上市,電子零組件,2026-05-14,90.7,-1.95,93.4,96.78,7.09,13.27,2.85,6.05,10878409,0.97,9.87,116.5,90.7,22.15,0.0,5,偏弱,238
6672,騰輝電子國際集團股份有限公司,上市,電子零組件,2026-05-14,195.0,-1.52,203.2,196.37,19.02,34.77,14.9,19.7,5050231,0.56,9.85,226.0,160.0,13.72,0.89,5,偏弱,239
3706,神達控股股份有限公司,上市,電腦及週邊,2026-05-14,81.2,-1.1,84.44,83.45,33.99,50.54,0.82,1.08,11793670,0.81,9.58,87.8,81.2,7.52,0.0,5,偏弱,240
7822,倍利科技股份有限公司,上市,半導體,2026-05-14,1140.0,-5.39,1234.0,1345.84,14.81,24.32,-79.95,-60.09,616589,1.33,7.03,1825.0,1140.0,37.53,0.0,5,偏弱,241
2371,大同股份有限公司,上市,電機機械,2026-05-14,29.0,-3.33,30.04,30.64,15.27,23.69,-0.57,-0.5,23809072,1.37,6.9,37.6,29.0,22.87,0.0,5,偏弱,242
2610,中華航空股份有限公司,上市,航運業,2026-05-14,18.55,-1.07,18.77,18.42,62.86,67.44,0.04,-0.09,32201801,1.21,5.97,22.95,17.8,19.17,5.87,5,偏弱,243
6191,精成科技股份有限公司,上市,電子零組件,2026-05-14,92.5,0.0,93.82,98.75,7.95,10.46,-1.99,-0.51,5189935,0.47,4.8,114.5,92.5,19.21,0.0,5,偏弱,244
2436,偉詮電子股份有限公司,上市,半導體,2026-05-14,71.4,-1.92,73.74,71.81,33.29,40.62,2.47,3.04,6129149,0.34,4.38,79.5,63.1,10.19,0.98,5,偏弱,245
2402,毅嘉科技股份有限公司,上市,電子零組件,2026-05-14,67.9,-0.15,68.74,68.64,25.99,31.07,1.86,2.91,5421156,0.24,3.68,77.7,67.9,12.61,0.0,5,偏弱,246
3014,聯陽半導體股份有限公司,上市,散熱,2026-05-14,139.0,1.09,138.2,130.26,69.35,71.59,4.85,3.7,2195394,0.95,3.05,140.0,122.5,0.71,0.06,5,偏弱,247
4569,六方科技股份有限公司,上市,汽車工業,2026-05-14,194.0,5.72,175.8,176.84,47.55,30.66,4.09,5.16,1512001,7.03,2.93,205.0,163.5,5.37,0.36,5,偏弱,248
3504,揚明光學股份有限公司,上市,光電,2026-05-14,71.4,7.85,65.62,64.69,67.71,46.13,1.85,1.83,2673921,1.46,1.91,74.2,61.3,3.77,0.28,5,偏弱,249
7786,東方風能科技股份有限公司,上市,綠能環保,2026-05-14,131.0,-5.07,137.3,136.13,51.24,56.44,-0.38,-0.58,903002,4.11,1.18,162.0,130.5,19.14,62.0,5,偏弱,250
4155,訊映光電股份有限公司,上市,生技醫療,2026-05-14,14.0,-1.41,13.43,13.31,57.63,45.74,0.06,-0.06,1743009,4.15,0.24,14.45,12.9,3.11,0.41,5,偏弱,251
2390,云辰電子開發股份有限公司,上市,其他電子,2026-05-14,10.0,5.15,9.55,9.78,40.48,23.92,-0.15,-0.15,2379065,3.5,0.24,11.25,9.38,11.11,2.02,5,偏弱,252
2424,隴華電子股份有限公司,上市,通信網路,2026-05-14,23.6,-7.63,22.56,22.46,67.16,51.3,-0.89,-1.54,1004412,2.98,0.24,38.45,17.5,38.62,2.43,5,偏弱,253
2603,長榮海運股份有限公司,上市,航運業,2026-05-14,211.5,0.71,212.2,207.47,73.18,77.27,2.68,1.8,8805475,0.84,18.62,218.5,197.0,3.2,0.48,4,偏弱,254
2883,凱基金融控股股份有限公司,上市,金融保險,2026-05-14,22.1,0.68,22.27,21.6,52.01,64.8,0.48,0.45,58742065,1.14,12.98,22.9,20.2,3.49,0.42,4,偏弱,255
6409,旭隼科技股份有限公司,上市,其他電子,2026-05-14,705.0,-6.37,761.4,768.04,20.36,35.26,-6.39,-1.65,1758883,1.76,12.4,928.0,705.0,24.03,0.0,4,偏弱,256
2812,台中商業銀行股份有限公司,上市,金融保險,2026-05-14,19.0,-2.31,19.51,19.88,14.92,18.26,-0.31,-0.24,46951854,2.58,8.92,21.1,19.0,9.95,0.0,4,偏弱,257
2884,玉山金融控股股份有限公司,上市,金融保險,2026-05-14,31.85,-0.16,32.07,32.17,51.53,48.7,-0.18,-0.16,25449749,0.68,8.11,35.1,31.3,9.26,5.91,4,偏弱,258
2615,萬海航運股份有限公司,上市,航運業,2026-05-14,74.8,0.67,76.2,76.14,41.34,56.13,-0.16,-0.17,9640424,1.31,7.21,87.0,73.7,14.02,11.09,4,偏弱,259
2880,華南金融控股股份有限公司,上市,金融保險,2026-05-14,32.6,-0.46,32.89,33.41,39.46,35.27,-0.46,-0.35,13538206,0.65,4.41,38.1,32.05,14.44,10.0,4,偏弱,260
1721,三晃股份有限公司,上市,化學工業,2026-05-14,32.5,-6.47,32.31,27.58,81.98,79.86,3.34,2.71,9678860,1.13,3.15,34.75,18.65,6.47,0.16,4,偏弱,261
5258,虹堡科技股份有限公司,上市,電腦及週邊,2026-05-14,55.7,-1.59,54.62,50.94,69.71,62.27,1.54,0.69,4565703,3.55,2.54,56.6,47.5,1.59,0.11,4,偏弱,262
6949,沛爾生技醫藥股份有限公司,上市,生技醫療,2026-05-14,716.0,5.6,690.2,718.97,17.43,15.94,3.99,19.98,313000,1.43,2.24,865.0,678.0,17.23,3.92,4,偏弱,263
3003,健和興端子股份有限公司,上市,電子零組件,2026-05-14,61.0,5.35,58.72,56.02,77.16,76.6,1.91,1.51,2828891,2.61,1.73,61.0,53.7,0.0,0.0,4,偏弱,264
5515,建國工程股份有限公司,上市,建材營造,2026-05-14,40.95,5.0,39.31,39.65,39.85,30.38,0.24,0.46,2906533,4.23,1.19,43.95,38.05,6.83,1.03,4,偏弱,265
2425,承啟科技股份有限公司,上市,電腦及週邊,2026-05-14,35.2,4.76,33.31,31.48,82.96,75.57,1.24,0.83,2080058,2.8,0.73,35.2,29.5,0.0,0.0,4,偏弱,266
6550,北極星藥業集團股份有限公司,上市,生技醫療,2026-05-14,17.0,-5.03,17.14,17.96,43.23,42.88,-0.94,-1.12,2764000,2.19,0.47,35.7,16.3,52.38,26.71,4,偏弱,267
4976,佳凌科技股份有限公司,上市,光電,2026-05-14,31.25,2.63,29.81,29.53,69.22,53.31,0.22,0.05,1455755,2.25,0.45,31.9,28.7,2.04,0.25,4,偏弱,268
2881,富邦金融控股股份有限公司,上市,金融保險,2026-05-14,94.6,-0.11,95.04,91.9,70.73,74.86,1.71,1.21,19873965,0.72,18.8,96.7,87.2,2.17,0.28,3,偏弱,269
3702,大聯大控股股份有限公司,上市,電子通路,2026-05-14,111.0,0.45,112.6,104.07,65.36,75.51,5.58,5.12,12810462,0.86,14.22,114.0,95.5,2.63,0.19,3,偏弱,270
2885,元大金融控股股份有限公司,上市,金融保險,2026-05-14,55.5,-0.54,55.78,53.19,71.65,76.98,2.21,2.15,21738698,0.81,12.06,56.5,49.95,1.77,0.18,3,偏弱,271
2609,陽明海運股份有限公司,上市,航運業,2026-05-14,48.6,-1.32,49.73,50.31,31.68,42.18,-0.82,-0.93,22510459,1.42,10.94,66.0,48.6,26.36,0.0,3,偏弱,272
5284,經寶精密控股股份有限公司,上市,其他,2026-05-14,386.0,-2.03,377.8,352.8,76.46,73.07,21.25,18.89,2088946,0.82,8.06,394.0,317.0,2.03,0.12,3,偏弱,273
2892,第一金融控股股份有限公司,上市,金融保險,2026-05-14,29.5,0.0,29.49,28.97,81.49,75.71,0.2,0.08,24514216,0.78,7.23,30.0,28.15,1.67,0.37,3,偏弱,274
1101,臺灣水泥股份有限公司,上市,水泥工業,2026-05-14,24.55,-0.61,24.92,24.72,46.19,51.9,0.1,0.11,29275229,1.13,7.19,26.55,24.1,7.53,4.44,3,偏弱,275
5871,中租控股股份有限公司,上市,其他,2026-05-14,108.0,0.47,109.9,112.99,10.77,15.5,-0.54,0.93,5717584,0.72,6.17,121.5,107.5,11.11,27.0,3,偏弱,276
